(43.64004271, -116.20800545)
(43.6400624, -116.20810773)
(43.64007236, -116.20818278)
(43.64007835, -116.20818285)
(43.64007772, -116.20803921)
(43.64007645, -116.20799535)
(43.64011829, -116.20803978)
(43.64016309, -116.20811024)
(43.64020345, -116.20826247)
(43.6402113, -116.20842995)
(43.64020135, -116.20859371)
(43.64018721, -116.20874509)
(43.64018249, -116.20887315)
(43.64017372, -116.20902993)
(43.64017913, -116.20915451)
(43.64019868, -116.20919046)
(43.64019535, -116.20927556)
(43.64018238, -116.2093848)
(43.64015437, -116.20953296)
(43.64012402, -116.20968634)
(43.64009104, -116.20982357)
(43.64010694, -116.20993586)
(43.64015388, -116.21003328)
(43.64018326, -116.21001118)
(43.64018808, -116.21004225)
(43.64016042, -116.2101348)
(43.64015314, -116.21016657)
(43.64016338, -116.21018262)
(43.64017243, -116.21020731)
(43.64019108, -116.21022825)
(43.64020634, -116.21025124)
(43.64007627, -116.21052958)
(43.64008357, -116.21055859)
(43.64009144, -116.21066911)
(43.64008982, -116.21079605)
(43.64009926, -116.21091875)
(43.64010957, -116.2110189)
(43.64011955, -116.21109844)
(43.64011732, -116.21122484)
(43.64010622, -116.21137192)
(43.64012085, -116.2114638)
(43.64013855, -116.21155493)
(43.64016628, -116.21165706)
(43.64018551, -116.21176765)
(43.64018901, -116.21189022)
(43.64017336, -116.21204209)
(43.64015469, -116.21215771)
(43.64013725, -116.21230569)
(43.64013682, -116.21245247)
(43.64013825, -116.21258518)
(43.640135, -116.21266887)
(43.64012807, -116.21274332)
(43.64012983, -116.21282925)
(43.64014379, -116.21294517)
(43.64015089, -116.21308511)
(43.64014339, -116.21323355)
(43.64016203, -116.21336237)
(43.64021607, -116.21343173)
(43.64027963, -116.2134527)
(43.64036908, -116.21344229)
(43.64045294, -116.21341677)
(43.64056552, -116.21340426)
(43.64067421, -116.2133983)
(43.64076005, -116.21338337)
(43.64079749, -116.21346875)
(43.64081246, -116.21362468)
(43.64082274, -116.21376888)
(43.64083086, -116.21390543)
(43.64083033, -116.21402521)
(43.64082438, -116.21414642)
(43.64081771, -116.21424078)
(43.64082992, -116.21430671)
(43.64086467, -116.21441094)
(43.6409455, -116.21447496)
(43.64104123, -116.21447421)
(43.6411322, -116.21447116)
(43.64119642, -116.21446952)
(43.64125376, -116.21446616)
(43.6413032, -116.21446487)
(43.64139626, -116.21446512)
(43.64150365, -116.21446665)
(43.6415919, -116.21446585)
(43.64160782, -116.21445857)
(43.64167729, -116.2144595)
(43.64177483, -116.2144559)
(43.64188323, -116.21445179)
(43.64198392, -116.21445881)
(43.64207155, -116.21446278)
(43.64214523, -116.21445307)
(43.64222064, -116.21443374)
(43.64229738, -116.21442104)
(43.64234103, -116.21443602)
(43.64241471, -116.21445336)
(43.64254271, -116.21447195)
(43.64257826, -116.2144998)
(43.64263659, -116.21449762)
(43.64274735, -116.21448795)
(43.64287077, -116.21447979)
(43.64298092, -116.21447024)
(43.64308686, -116.21446714)
(43.64319753, -116.21444496)
(43.64329584, -116.21443468)
(43.64336904, -116.21443976)
(43.64340584, -116.21442606)
(43.64340928, -116.21437946)
(43.64347319, -116.2142481)
(43.6435417, -116.21414836)
(43.64359297, -116.21406681)
(43.64361144, -116.21398128)
(43.6435958, -116.21388209)
(43.64354405, -116.21382198)
(43.64349646, -116.2137469)
(43.64346255, -116.21365861)
(43.6434533, -116.21356253)
(43.64345223, -116.21347608)
(43.64348829, -116.21345874)
(43.64349176, -116.21340018)
(43.64348328, -116.2133363)
(43.64347104, -116.21325716)
(43.64347397, -116.2131849)
(43.64353695, -116.21312653)
(43.64359845, -116.2130915)
(43.64364776, -116.21310695)
(43.64369479, -116.21312381)
(43.64373754, -116.21313619)
(43.64378385, -116.21315353)
(43.64383027, -116.21318124)
(43.64388646, -116.21321794)
(43.6439394, -116.21324275)
(43.64399354, -116.2132444)
(43.64405361, -116.2132299)
(43.64412012, -116.21320323)
(43.64417354, -116.21315786)
(43.64421015, -116.21314483)
(43.64424086, -116.21306549)
(43.64425191, -116.21298271)
(43.6442363, -116.2129029)
(43.64421518, -116.2128418)
(43.64419103, -116.21277454)
(43.64415308, -116.21270301)
(43.64410525, -116.21264176)
(43.64405001, -116.21257632)
(43.64400695, -116.21251323)
(43.64398659, -116.21245032)
(43.64393377, -116.21239921)
(43.64387692, -116.21236694)
(43.64384289, -116.21235796)
(43.64380242, -116.21234261)
(43.6437678, -116.21226992)
(43.64371362, -116.21219935)
(43.64365337, -116.21214166)
(43.64359625, -116.21209093)
(43.64353515, -116.21202954)
(43.64348862, -116.21195783)
(43.64345663, -116.21187401)
(43.6434517, -116.21182192)
(43.64344088, -116.21175695)
(43.64340763, -116.21164207)
(43.6433546, -116.21155937)
(43.64328983, -116.21146491)
(43.64322643, -116.21139538)
(43.64316238, -116.21132215)
(43.64311214, -116.21125452)
(43.64308801, -116.21118919)
(43.64303247, -116.2110942)
(43.64297019, -116.21102518)
(43.64291382, -116.21098086)
(43.64283108, -116.21090742)
(43.64273947, -116.21083757)
(43.64266966, -116.21078113)
(43.64260462, -116.21071249)
(43.6425764, -116.21064206)
(43.64254418, -116.21059769)
(43.64250223, -116.21057316)
(43.64246185, -116.21058373)
(43.64244031, -116.21060884)
(43.64244032, -116.2106111)
(43.64245038, -116.21061339)
(43.64245333, -116.21061402)
(43.64245204, -116.21063456)
(43.64245333, -116.21063232)
(43.64245459, -116.21062843)
(43.64245252, -116.21064856)
(43.6424519, -116.21065451)
(43.64245274, -116.21065283)
(43.64244432, -116.21065416)
(43.64242647, -116.21065532)
(43.64242444, -116.21065929)
(43.64242085, -116.21066137)
(43.64241922, -116.21066204)
(43.64241835, -116.21066241)
(43.64241528, -116.21066475)
(43.64241441, -116.21066543)
(43.64241421, -116.21066639)
(43.64241443, -116.2106646)
(43.64241464, -116.21066293)
(43.64241195, -116.21066453)
(43.64241116, -116.21066502)
(43.64241561, -116.21066457)
(43.64241743, -116.21066375)
(43.64241861, -116.21066307)
(43.6424179, -116.21066206)
(43.64241767, -116.21066178)
